FullDate,SubCategory,Brand,SalesChannel,Category,ReturnAmt,ReturnQty,ReturnRate_Value,ReasonName
2023-01-08,Tonneau Covers,WeatherTech,InStore,Exterior,5153075.08,12982,3244.495364,"Defective "
2023-06-22,Tonneau Covers,TruXedo,InStore,Exterior,6438942.18,25964,4054.108652,"Warranty Claim "
2021-04-22,Tonneau Covers,Tyger Auto,MobileApp,Exterior,14257593.49,12971,9204.661604,"Better Price Found "
2025-06-24,LED Light Bars,Tyger Auto,MobileApp,Lighting,2422463.96,12971,1563.930428,"Other "
2020-07-28,Tonneau Covers,BAK,Web,Exterior,9398304.23,12911,6034.017985,"Changed Mind "
2022-05-18,Tonneau Covers,Rough Country,Web,Exterior,2950679.94,25822,1894.428350,"Ordered by Mistake "
2022-08-29,Exhaust,CURT,Web,Performance,9271001.77,25822,5952.285541,"Damaged "
2025-06-09,Lift Kits,TruXedo,Web,Suspension,4531373.67,25822,2909.286430,"Ordered by Mistake "
2022-03-17,Running Boards,Westin,InStore,Exterior,6221104.22,25964,3916.952560,"Late Delivery "
2022-10-11,Running Boards,K&N,MobileApp,Exterior,11853159.22,12971,7652.364667,"Other "
2023-06-25,NULL,WeatherTech,MobileApp,Lighting,7148577.52,25942,4615.098015,"Late Delivery "
2024-05-16,Floor Mats,Westin,MobileApp,Interior,14655024.93,25942,9461.242455,"Not as Described "
2022-11-30,Cold Air Intakes,CURT,InStore,Performance,4096729.74,12982,2579.394565,"Missing Parts "
2025-02-16,Running Boards,BAK,Marketplace,Exterior,1901734.52,6662,2426.501930,"Ordered by Mistake "
2022-10-07,Floor Mats,TruXedo,MobileApp,Interior,12964644.21,12971,8369.936726,"Warranty Claim "
2023-05-02,LED Light Bars,K&N,MobileApp,Lighting,6534011.54,25942,4218.335688,"Damaged "
2019-07-19,Tonneau Covers,BAK,Web,Exterior,5797426.33,25822,3722.134379,"Not as Described "
2020-10-20,Cold Air Intakes,Tyger Auto,Web,Performance,3215097.22,12911,2064.193015,"Better Price Found "
2022-02-16,Trailer Hitches,K&N,Web,Towing,4031847.08,12911,2588.573691,"Damaged "
2024-01-08,LED Light Bars,Putco,Web,Lighting,9371320.24,25822,6016.693352,"Missing Parts "
2024-01-28,Exhaust,Flowmaster,InStore,Performance,2728426.94,25964,1717.877713,"Damaged "
2020-06-06,Trailer Hitches,WeatherTech,Marketplace,Towing,4264945.78,6662,5441.825209,"Wrong Item "
2020-06-11,Lift Kits,Westin,MobileApp,Suspension,11518896.55,12971,7436.565460,"Wrong Item "
2023-09-12,Trailer Hitches,WeatherTech,MobileApp,Towing,2928981.51,25942,1890.936952,"Other "
2021-09-04,Trailer Hitches,WeatherTech,Web,Towing,3476932.30,25822,2232.299908,"Ordered by Mistake "
2022-05-14,Floor Mats,BAK,Web,Interior,15028274.89,12911,9648.646701,"Late Delivery "
2023-03-24,Tonneau Covers,Westin,Web,Exterior,8005981.99,12911,5140.100720,"Damaged "
2020-08-11,LED Light Bars,K&N,InStore,Lighting,12020812.72,12982,7568.590538,"Damaged "
2025-02-08,Exhaust,Putco,InStore,Performance,923799.12,12982,581.639925,"Defective "
2021-04-28,Lift Kits,Westin,Marketplace,Suspension,4283999.10,6662,5466.136192,"Not as Described "
2024-10-13,Trailer Hitches,Putco,Marketplace,Towing,364944.36,13324,465.644951,"Not as Described "
2020-08-19,Cold Air Intakes,MagnaFlow,MobileApp,Performance,6714956.99,12971,4335.153668,"Changed Mind "
2023-08-06,Floor Mats,Flowmaster,MobileApp,Interior,10587708.46,12971,6835.392712,"Missing Parts "
2024-10-19,Cold Air Intakes,BAK,Web,Performance,935143.73,25822,600.386966,"Better Price Found "
2020-04-11,Cold Air Intakes,Tyger Auto,InStore,Performance,3238489.72,25964,2039.025674,"Missing Parts "
2021-06-14,LED Light Bars,Rough Country,InStore,Lighting,4604455.76,25964,2899.071193,"Defective "
2019-11-26,Tonneau Covers,Tyger Auto,MobileApp,Exterior,13655349.96,12971,8815.854714,"Better Price Found "
2024-07-02,Exhaust,Westin,Marketplace,Performance,5967686.36,13324,7614.425479,"Wrong Item "
2020-01-18,LED Light Bars,WeatherTech,MobileApp,Lighting,5520198.18,25942,3563.820211,"Late Delivery "
2020-02-03,Cold Air Intakes,WeatherTech,Web,Performance,8881606.01,25822,5702.280499,"Better Price Found "
2020-03-25,Cold Air Intakes,Flowmaster,MobileApp,Performance,9629021.85,25942,6216.466875,"Changed Mind "
2020-05-17,Cold Air Intakes,Husky Liners,MobileApp,Performance,2904855.45,12971,1875.361185,"Late Delivery "
2025-03-12,Exhaust,Westin,MobileApp,Performance,9808929.62,12971,6332.614893,"Better Price Found "
2022-10-04,Tonneau Covers,Rough Country,Web,Exterior,10800567.94,25822,6934.317994,"Warranty Claim "
2020-11-07,Floor Mats,BAK,InStore,Interior,10295375.10,12982,6482.212968,"Other "
2024-06-02,Tonneau Covers,Tyger Auto,InStore,Exterior,3790224.72,12982,2386.411421,"Changed Mind "
2025-06-18,Lift Kits,K&N,InStore,Suspension,4884217.86,25964,3075.216202,"Warranty Claim "
2024-12-29,Cold Air Intakes,Rough Country,MobileApp,Performance,8851929.24,12971,5714.777838,"Defective "
2019-09-09,Lift Kits,Westin,Web,Suspension,9519538.52,25822,6111.854430,"Other "
2020-03-27,Tonneau Covers,Putco,Web,Exterior,9067137.08,25822,5821.397629,"Late Delivery "
2020-08-11,Running Boards,Tyger Auto,Web,Exterior,4334351.81,25822,2782.791800,"Damaged "
2021-12-29,Trailer Hitches,Husky Liners,Web,Towing,10470821.00,25822,6722.609456,"Damaged "
2022-01-26,Lift Kits,TruXedo,Marketplace,Suspension,1972551.58,13324,2516.860439,"Missing Parts "
2024-06-09,NULL,Husky Liners,MobileApp,Performance,4281986.52,12971,2764.433761,"Other "
2024-07-29,Trailer Hitches,WeatherTech,Web,Towing,10347779.17,12911,6643.612555,"Defective "
2019-02-12,Lift Kits,TruXedo,InStore,Suspension,14756639.40,25964,9291.133768,"Ordered by Mistake "
2019-04-19,LED Light Bars,TruXedo,InStore,Lighting,5473211.20,12982,3446.060854,"Not as Described "
2019-11-14,Running Boards,CURT,InStore,Exterior,2574979.70,12982,1621.263593,"Ordered by Mistake "
2022-03-22,Floor Mats,TruXedo,Marketplace,Interior,3688682.78,6662,4706.546395,"Missing Parts "
2019-07-25,Floor Mats,WeatherTech,Web,Interior,4494060.88,12911,2885.330352,"Other "
2020-11-18,Lift Kits,Tyger Auto,Web,Suspension,3233172.62,25822,2075.798133,"Wrong Item "
2021-09-16,Cold Air Intakes,Westin,Web,Performance,8873084.75,12911,5696.809615,"Other "
2021-07-17,Running Boards,WeatherTech,InStore,Exterior,7742205.16,12982,4874.674816,"Damaged "
2025-01-26,Exhaust,MagnaFlow,InStore,Performance,12802718.58,25964,8060.897584,"Other "
2020-10-19,LED Light Bars,CURT,Web,Lighting,6943664.91,12911,4458.057781,"Late Delivery "
2020-01-28,Trailer Hitches,Rough Country,InStore,Towing,15353551.76,12982,9666.964375,"Defective "
2020-11-26,LED Light Bars,Tyger Auto,InStore,Lighting,663769.66,25964,417.919051,"Late Delivery "
2021-02-08,Tonneau Covers,MagnaFlow,InStore,Exterior,14973698.44,12982,9427.799432,"Changed Mind "
2020-04-02,Floor Mats,Westin,Marketplace,Interior,4671794.12,13324,5960.940583,"Other "
2023-05-09,Cold Air Intakes,CURT,Marketplace,Performance,5548846.42,6662,7080.009489,"Other "
2021-11-24,Running Boards,MagnaFlow,MobileApp,Exterior,12217903.74,25942,7887.842800,"Defective "
2025-05-19,Trailer Hitches,Westin,MobileApp,Towing,6204418.43,12971,4005.551145,"Defective "
2019-05-09,Lift Kits,MagnaFlow,Web,Suspension,10102211.95,12911,6485.950174,"Late Delivery "
2021-12-11,Cold Air Intakes,Flowmaster,Web,Performance,4399165.03,12911,2824.404018,"Better Price Found "
2019-09-29,Tonneau Covers,CURT,InStore,Exterior,15169596.82,25964,9551.141865,"Damaged "
2023-10-30,Exhaust,CURT,InStore,Performance,6954197.76,12982,4378.526106,"Changed Mind "
2025-01-03,Exhaust,Putco,Marketplace,Performance,2817892.76,6662,3595.467740,"Defective "
2019-04-17,Cold Air Intakes,Putco,MobileApp,Performance,12438670.16,25942,8030.369105,"Not as Described "
2024-09-05,Running Boards,Westin,MobileApp,Exterior,2274205.43,25942,1468.215100,"Other "
2020-05-07,Cold Air Intakes,Rough Country,Web,Performance,8415131.58,25822,5402.788345,"Changed Mind "
2022-07-04,Cold Air Intakes,Westin,Web,Performance,8931829.80,25822,5734.525867,"Defective "
2020-04-06,Floor Mats,CURT,MobileApp,Interior,11402546.68,12971,7361.450293,"Defective "
2023-04-01,Running Boards,Putco,MobileApp,Exterior,15104210.66,12971,9751.235698,"Ordered by Mistake "
2022-04-28,Lift Kits,Husky Liners,Web,Suspension,10546995.90,12911,6771.516356,"Changed Mind "
2025-01-10,Floor Mats,CURT,InStore,Interior,7693133.20,12982,4843.777962,"Damaged "
2019-03-21,Running Boards,MagnaFlow,Web,Exterior,1122482.34,25822,720.664588,"Ordered by Mistake "
2023-06-01,LED Light Bars,TruXedo,Web,Lighting,1671845.39,25822,1073.373959,"Changed Mind "
2021-03-04,Exhaust,K&N,InStore,Performance,13329917.60,12982,8392.834870,"Not as Described "
2019-08-07,LED Light Bars,Westin,Marketplace,Lighting,7655970.40,13324,9768.579962,"Missing Parts "
2020-01-29,Floor Mats,K&N,Marketplace,Interior,5501945.94,13324,7020.167098,"Warranty Claim "
2021-01-15,Floor Mats,Husky Liners,Marketplace,Interior,1729122.10,6662,2206.258255,"Missing Parts "
2021-02-28,Trailer Hitches,CURT,MobileApp,Towing,3614498.86,12971,2333.505264,"Damaged "
2022-12-14,Floor Mats,MagnaFlow,Web,Interior,4785720.37,12911,3072.585537,"Defective "
2019-09-08,Floor Mats,Rough Country,MobileApp,Interior,14964902.12,12971,9661.298416,"Ordered by Mistake "
2020-08-08,Tonneau Covers,Putco,MobileApp,Exterior,3909459.40,12971,2523.931152,"Not as Described "
2019-01-20,Tonneau Covers,CURT,Web,Exterior,13088526.25,25822,8403.263436,"Other "
2023-07-26,Exhaust,WeatherTech,Web,Performance,4705930.39,12911,3021.357639,"Missing Parts "
2023-09-12,LED Light Bars,Tyger Auto,Web,Lighting,12064683.95,25822,7745.922635,"Defective "
2022-01-20,Lift Kits,WeatherTech,InStore,Suspension,8132444.08,25964,5120.378740,"Defective "
2025-01-01,LED Light Bars,Westin,InStore,Lighting,14279421.08,25964,8990.665471,"Warranty Claim "
2021-12-31,Running Boards,Tyger Auto,Marketplace,Exterior,3047398.66,13324,3888.304240,"Changed Mind "
2025-05-17,Tonneau Covers,CURT,MobileApp,Exterior,3544974.30,25942,2288.620394,"Not as Described "
2022-10-18,Floor Mats,Husky Liners,Web,Interior,3398304.31,12911,2181.818141,"Ordered by Mistake "
2023-11-25,Lift Kits,Westin,Web,Suspension,11257488.23,25822,7227.675997,"Changed Mind "
2024-09-02,Running Boards,WeatherTech,Web,Exterior,4784300.16,12911,3071.673636,"Better Price Found "
2023-05-08,Lift Kits,WeatherTech,InStore,Suspension,11906830.76,25964,7496.824695,"Defective "
2024-12-22,Cold Air Intakes,MagnaFlow,InStore,Performance,7918500.72,12982,4985.674829,"Wrong Item "
2023-11-17,Lift Kits,Husky Liners,MobileApp,Suspension,3932288.36,25942,2538.669435,"Damaged "
2023-04-14,Running Boards,WeatherTech,Web,Exterior,12585901.02,12911,8080.561355,"Wrong Item "
2024-04-27,Floor Mats,Flowmaster,Web,Interior,4654415.50,25822,2988.283388,"Changed Mind "
2020-04-07,Cold Air Intakes,Tyger Auto,InStore,Performance,8577986.32,25964,5400.902976,"Ordered by Mistake "
2023-01-02,Cold Air Intakes,CURT,InStore,Performance,12595525.86,25964,7930.443969,"Defective "
2023-11-04,LED Light Bars,TruXedo,MobileApp,Lighting,2450481.32,25942,1582.018318,"Ordered by Mistake "
2025-01-11,Running Boards,MagnaFlow,Marketplace,Exterior,7066982.98,13324,9017.065487,"Wrong Item "
2025-08-16,Cold Air Intakes,BAK,Marketplace,Performance,4195527.74,6662,5353.251761,"Warranty Claim "
2021-09-23,Trailer Hitches,Westin,Web,Towing,5701497.60,25822,3660.544963,"Late Delivery "
2023-10-08,Running Boards,CURT,Web,Exterior,9389137.42,25822,6028.132560,"Late Delivery "
2025-06-20,Floor Mats,CURT,Web,Interior,14415389.72,25822,9255.153987,"Not as Described "
2020-09-13,Tonneau Covers,Rough Country,InStore,Exterior,2522272.78,25964,1588.077988,"Missing Parts "
2020-01-23,Tonneau Covers,BAK,Marketplace,Exterior,5956627.44,6662,7600.314898,"Other "
2019-12-21,Trailer Hitches,K&N,MobileApp,Towing,1788960.32,12971,1154.942027,"Not as Described "
2023-01-08,Cold Air Intakes,Husky Liners,Web,Performance,12107677.58,12911,7773.525884,"Better Price Found "
2019-12-20,Exhaust,TruXedo,InStore,Performance,13662516.44,25964,8602.247283,"Wrong Item "
2021-06-23,Exhaust,Tyger Auto,MobileApp,Performance,9291905.56,12971,5998.825414,"Wrong Item "
2024-09-14,Exhaust,Putco,MobileApp,Performance,7144297.09,25942,4612.334586,"Missing Parts "
2023-12-27,LED Light Bars,Putco,Web,Lighting,15093346.33,25822,9690.424740,"Better Price Found "
2025-05-20,LED Light Bars,Westin,Web,Lighting,9312962.52,25822,5979.225715,"Damaged "
2023-10-29,Exhaust,K&N,Marketplace,Performance,6370071.16,6662,8127.845638,"Missing Parts "
2023-02-07,Lift Kits,Westin,Web,Suspension,12807195.56,25822,8222.639818,"Defective "
2024-05-19,Trailer Hitches,CURT,Web,Towing,13773713.02,12911,8843.176240,"Changed Mind "
2022-03-02,Trailer Hitches,CURT,InStore,Towing,5866955.26,12982,3693.971772,"Warranty Claim "
2019-01-31,Running Boards,MagnaFlow,MobileApp,Exterior,12923007.30,12971,8343.055993,"Other "
2020-08-23,Running Boards,BAK,MobileApp,Exterior,3725660.33,12971,2405.270919,"Late Delivery "
2021-07-29,Cold Air Intakes,MagnaFlow,MobileApp,Performance,5321741.88,12971,3435.697294,"Changed Mind "
2022-05-29,Tonneau Covers,Flowmaster,MobileApp,Exterior,2759709.96,12971,1781.655682,"Ordered by Mistake "
2022-09-26,Floor Mats,Rough Country,MobileApp,Interior,13361556.81,12971,8626.182495,"Late Delivery "
2024-01-10,LED Light Bars,Westin,MobileApp,Lighting,5381667.90,25942,3474.385361,"Damaged "
2024-12-16,Floor Mats,CURT,MobileApp,Interior,12715990.14,12971,8209.406200,"Late Delivery "
2021-07-30,LED Light Bars,Westin,Web,Lighting,14284472.18,25822,9171.100619,"Late Delivery "
2019-09-28,Lift Kits,Westin,InStore,Suspension,13107406.12,25964,8252.736260,"Missing Parts "
2023-02-17,Tonneau Covers,Westin,InStore,Exterior,12379765.02,12982,7794.595701,"Defective "
2025-04-19,Cold Air Intakes,Westin,InStore,Performance,11859057.00,12982,7466.745146,"Changed Mind "
2025-06-10,LED Light Bars,Rough Country,InStore,Lighting,14765077.70,12982,9296.446728,"Defective "
2021-03-21,Tonneau Covers,Husky Liners,MobileApp,Exterior,1687137.97,12971,1089.205704,"Not as Described "
2025-02-12,Floor Mats,Westin,MobileApp,Interior,2598221.01,25942,1677.398775,"Ordered by Mistake "
2025-05-30,Exhaust,CURT,MobileApp,Performance,7024574.76,25942,4535.042137,"Damaged "
2019-01-06,Tonneau Covers,Tyger Auto,Web,Exterior,14031287.47,12911,9008.547570,"Damaged "
2022-08-17,Cold Air Intakes,TruXedo,Web,Performance,13605611.80,12911,8735.249587,"Other "
2019-08-19,Running Boards,MagnaFlow,InStore,Exterior,13683806.92,12982,8615.652317,"Wrong Item "
2022-06-06,Lift Kits,WeatherTech,MobileApp,Suspension,919254.77,25942,593.462148,"Not as Described "
2022-02-07,Lift Kits,BAK,Web,Suspension,8033224.20,25822,5157.591120,"Other "
2024-12-23,LED Light Bars,CURT,Web,Lighting,10959889.68,12911,7036.607882,"Wrong Item "
2022-06-14,Trailer Hitches,Westin,MobileApp,Towing,828717.19,25942,535.011337,"Ordered by Mistake "
2025-02-10,Running Boards,TruXedo,Web,Exterior,13856472.53,12911,8896.310678,"Warranty Claim "
2025-05-20,Exhaust,K&N,Web,Performance,5147615.70,25822,3304.934340,"Other "
2021-08-26,NULL,Rough Country,Marketplace,Performance,3451515.58,13324,4403.934511,"Changed Mind "
2020-05-14,LED Light Bars,MagnaFlow,MobileApp,Lighting,9728768.84,12971,6280.863391,"Ordered by Mistake "
2021-07-24,Exhaust,TruXedo,MobileApp,Performance,15207070.69,12971,9817.641882,"Missing Parts "
2025-01-05,Floor Mats,Putco,MobileApp,Interior,5443798.99,25942,3514.497112,"Wrong Item "
2025-08-19,Trailer Hitches,CURT,MobileApp,Towing,6531806.47,12971,4216.912053,"Missing Parts "
2021-06-21,Exhaust,Putco,Web,Performance,9077982.32,25822,5828.360692,"Missing Parts "
2021-07-20,Lift Kits,Putco,Web,Suspension,7214925.02,25822,4632.215805,"Wrong Item "
2022-06-06,Cold Air Intakes,CURT,Web,Performance,12063263.74,25822,7745.010881,"Warranty Claim "
2025-04-20,Cold Air Intakes,Husky Liners,Web,Performance,12012394.40,25822,7712.350960,"Other "
2021-04-16,Cold Air Intakes,MagnaFlow,Marketplace,Performance,4319907.28,6662,5511.952943,"Late Delivery "
2022-04-03,Floor Mats,Westin,Marketplace,Interior,6523363.78,6662,8323.438277,"Not as Described "
2021-05-24,Lift Kits,Westin,MobileApp,Suspension,5438870.01,25942,3511.314963,"Better Price Found "
2022-10-25,Running Boards,BAK,Web,Exterior,6266482.96,12911,4023.284340,"Wrong Item "
2019-02-25,Floor Mats,CURT,InStore,Interior,6333009.06,25964,3987.410513,"Changed Mind "
2020-02-11,Trailer Hitches,Westin,InStore,Towing,4671053.42,25964,2941.002777,"Changed Mind "
2024-12-29,Exhaust,BAK,InStore,Performance,12886063.02,12982,8113.373257,"Damaged "
2020-07-23,Cold Air Intakes,Westin,MobileApp,Performance,2016341.95,12971,1301.739089,"Not as Described "
2019-03-31,Running Boards,CURT,Web,Exterior,13520011.87,12911,8680.291650,"Defective "
2019-01-08,Cold Air Intakes,Westin,MobileApp,Performance,14783697.25,25942,9544.312968,"Better Price Found "
2022-01-17,Floor Mats,Husky Liners,MobileApp,Interior,10819240.81,25942,6984.869357,"Changed Mind "
2025-01-05,Running Boards,Husky Liners,MobileApp,Exterior,15329387.22,25942,9896.609103,"Defective "
2024-11-13,Tonneau Covers,TruXedo,InStore,Exterior,3545903.48,25964,2232.580857,"Ordered by Mistake "
2024-12-23,Running Boards,CURT,InStore,Exterior,7429988.06,12982,4678.095304,"Changed Mind "
2019-08-16,Exhaust,Husky Liners,Marketplace,Performance,839078.90,6662,1070.613685,"Changed Mind "
2021-07-30,Exhaust,Westin,MobileApp,Performance,4267977.84,25942,2755.389786,"Better Price Found "
2020-03-22,Trailer Hitches,K&N,Web,Towing,5694396.55,25822,3655.985823,"Not as Described "
2022-07-14,Exhaust,CURT,Web,Performance,9398820.67,25822,6034.349496,"Better Price Found "
2023-08-20,Running Boards,Flowmaster,Web,Exterior,14856687.70,12911,9538.482003,"Missing Parts "
2021-01-29,LED Light Bars,CURT,InStore,Lighting,12667446.14,12982,7975.726737,"Other "
2019-06-28,Trailer Hitches,TruXedo,Marketplace,Towing,2397587.18,13324,3059.181763,"Defective "
2020-03-27,Lift Kits,BAK,MobileApp,Suspension,2717813.63,12971,1754.607523,"Damaged "
2023-04-18,Running Boards,WeatherTech,MobileApp,Exterior,12715082.17,12971,8208.819992,"Better Price Found "
2020-09-01,Cold Air Intakes,Husky Liners,Web,Performance,7241263.46,12911,4649.125906,"Late Delivery "
2023-08-11,Floor Mats,BAK,Web,Interior,8847004.53,12911,5680.065210,"Damaged "
2020-07-04,Cold Air Intakes,CURT,InStore,Performance,6168137.66,12982,3883.603462,"Changed Mind "
2020-10-01,Trailer Hitches,Tyger Auto,InStore,Towing,6769983.18,12982,4262.540123,"Warranty Claim "
2022-05-23,LED Light Bars,Westin,InStore,Lighting,4680660.10,12982,2947.051296,"Late Delivery "
2024-11-21,Running Boards,BAK,InStore,Exterior,13137264.72,25964,8271.535946,"Wrong Item "
2024-01-27,LED Light Bars,Flowmaster,Marketplace,Lighting,4535089.88,13324,5786.513743,"Missing Parts "
2020-03-18,Floor Mats,CURT,Web,Interior,9950636.81,12911,6388.633930,"Ordered by Mistake "
2023-08-23,Tonneau Covers,Westin,Web,Exterior,15487777.38,12911,9943.662645,"Late Delivery "
2021-04-28,Tonneau Covers,Westin,InStore,Exterior,3839815.96,25964,2417.635366,"Wrong Item "
2021-11-14,Tonneau Covers,BAK,Marketplace,Exterior,2119248.82,6662,2704.037767,"Not as Described "
2019-02-17,Exhaust,Westin,MobileApp,Performance,2429857.43,25942,1568.703643,"Ordered by Mistake "
2019-05-31,Exhaust,Rough Country,MobileApp,Performance,7405014.19,25942,4780.652906,"Ordered by Mistake "
2019-07-14,Exhaust,Westin,MobileApp,Performance,3081261.05,25942,1989.248256,"Defective "
2020-02-17,Trailer Hitches,BAK,MobileApp,Towing,2517541.39,25942,1625.312208,"Late Delivery "
2023-01-02,Running Boards,Rough Country,MobileApp,Exterior,3407741.12,12971,2200.023045,"Changed Mind "
2023-04-14,Running Boards,Putco,MobileApp,Exterior,3150915.32,12971,2034.216901,"Warranty Claim "
2023-04-14,LED Light Bars,Putco,MobileApp,Lighting,10040072.84,25942,6481.840458,"Defective "
2024-03-16,Running Boards,CURT,MobileApp,Exterior,7357410.62,25942,4749.920213,"Ordered by Mistake "
2025-06-01,Floor Mats,WeatherTech,MobileApp,Interior,9785841.24,25942,6317.709174,"Defective "
2020-02-14,Exhaust,Tyger Auto,Web,Performance,10614391.32,12911,6814.786458,"Other "
2022-11-29,Tonneau Covers,Westin,InStore,Exterior,4934198.56,12982,3106.685313,"Wrong Item "
2023-03-21,Exhaust,K&N,InStore,Performance,907311.98,25964,571.259309,"Not as Described "
2020-06-05,Running Boards,TruXedo,Marketplace,Exterior,7308547.10,13324,9325.287630,"Not as Described "
2022-09-27,Cold Air Intakes,TruXedo,MobileApp,Performance,12312202.91,25942,7948.722150,"Not as Described "
2025-04-01,Tonneau Covers,Putco,MobileApp,Exterior,10762946.67,25942,6948.525980,"Defective "
2025-06-12,Lift Kits,WeatherTech,MobileApp,Suspension,7403976.51,12971,4779.982967,"Defective "
2021-09-30,Floor Mats,TruXedo,Web,Interior,11260070.43,12911,7229.333933,"Changed Mind "
2022-11-13,Tonneau Covers,K&N,Web,Exterior,4478825.90,25822,2875.548977,"Damaged "
2023-03-17,Exhaust,CURT,Web,Performance,516310.89,25822,331.482318,"Late Delivery "
2025-05-03,Floor Mats,MagnaFlow,Web,Interior,9548459.16,25822,6130.422492,"Changed Mind "
2022-12-18,Exhaust,Husky Liners,InStore,Performance,9081687.92,12982,5718.045837,"Wrong Item "
2022-02-05,Trailer Hitches,MagnaFlow,MobileApp,Towing,4209478.63,25942,2717.622807,"Changed Mind "
2022-08-28,Exhaust,Rough Country,InStore,Performance,11007697.44,12982,6930.708438,"Ordered by Mistake "
2022-10-28,Cold Air Intakes,Flowmaster,InStore,Performance,12328356.30,12982,7762.227453,"Ordered by Mistake "
2024-04-17,LED Light Bars,BAK,InStore,Lighting,6320286.70,12982,3979.400234,"Late Delivery "
2020-01-15,Cold Air Intakes,K&N,MobileApp,Performance,11648476.84,12971,7520.222207,"Better Price Found "
2024-11-15,Tonneau Covers,WeatherTech,MobileApp,Exterior,13934875.01,25942,8996.315428,"Damaged "
2025-06-22,Tonneau Covers,Westin,Web,Exterior,6879626.35,25822,4416.942848,"Other "
2022-09-15,LED Light Bars,CURT,InStore,Lighting,10469074.26,12982,6591.578139,"Changed Mind "
2023-10-13,LED Light Bars,TruXedo,InStore,Lighting,3960029.28,25964,2493.324598,"Late Delivery "
2021-07-30,Tonneau Covers,MagnaFlow,MobileApp,Exterior,5297615.82,12971,3420.121566,"Other "
2024-08-29,Floor Mats,Husky Liners,MobileApp,Interior,1378428.17,12971,889.903531,"Changed Mind "
2020-01-14,Trailer Hitches,Tyger Auto,InStore,Towing,14680564.88,12982,9243.235466,"Ordered by Mistake "
2022-10-24,Running Boards,Putco,InStore,Exterior,2664425.68,12982,1677.580908,"Warranty Claim "
2023-05-01,LED Light Bars,Westin,InStore,Lighting,6385715.98,12982,4020.596068,"Defective "
2023-05-25,Exhaust,Westin,InStore,Performance,2913550.26,25964,1834.435876,"Changed Mind "
2024-09-19,Cold Air Intakes,TruXedo,InStore,Performance,7014953.52,25964,4416.779429,"Warranty Claim "
2019-02-27,Cold Air Intakes,TruXedo,MobileApp,Performance,5860038.38,25942,3783.220199,"Other "
2025-06-18,Running Boards,Tyger Auto,Web,Exterior,5931442.51,25822,3808.177301,"Damaged "
2022-07-03,Running Boards,Tyger Auto,MobileApp,Exterior,9145852.10,25942,5904.533597,"Warranty Claim "
2025-06-27,Exhaust,Rough Country,MobileApp,Performance,13150518.64,25942,8489.936727,"Damaged "
2025-08-27,LED Light Bars,K&N,MobileApp,Lighting,12770857.47,12971,8244.828379,"Late Delivery "
2021-05-17,Lift Kits,CURT,Web,Suspension,3037700.08,25822,1950.298178,"Defective "
2023-09-16,LED Light Bars,K&N,Web,Lighting,13682044.92,25822,8784.322230,"Late Delivery "
2025-02-19,Cold Air Intakes,Rough Country,Web,Performance,866973.65,12911,556.619596,"Other "
2024-04-22,Running Boards,K&N,InStore,Exterior,12570081.14,25964,7914.423315,"Damaged "
2021-05-11,Lift Kits,BAK,MobileApp,Suspension,8558654.93,25942,5525.440594,"Damaged "
2024-05-27,Lift Kits,Rough Country,MobileApp,Suspension,6846612.64,25942,4420.150190,"Wrong Item "
2019-11-03,Tonneau Covers,Putco,Web,Exterior,3436262.65,12911,2206.188706,"Damaged "
2020-01-04,Floor Mats,Westin,Web,Interior,11667799.81,12911,7491.109809,"Missing Parts "
2020-01-13,Lift Kits,Rough Country,Web,Suspension,5122955.69,25822,3289.101756,"Not as Described "
2020-04-18,Exhaust,WeatherTech,Web,Performance,13496255.63,25822,8665.039315,"Missing Parts "
2020-07-27,Tonneau Covers,K&N,Web,Exterior,10905792.59,12911,7001.875756,"Wrong Item "
2020-04-06,Running Boards,Tyger Auto,InStore,Exterior,15264625.06,12982,9610.973975,"Better Price Found "
2021-09-04,Floor Mats,Husky Liners,InStore,Interior,709596.12,25964,446.772556,"Defective "
2022-06-10,Cold Air Intakes,Putco,InStore,Performance,5992231.56,25964,3772.848679,"Not as Described "
2025-08-23,Cold Air Intakes,WeatherTech,Marketplace,Performance,5094098.30,6662,6499.776735,"Damaged "
2020-12-26,Exhaust,Tyger Auto,MobileApp,Performance,14637254.66,12971,9449.769993,"Wrong Item "
2021-11-02,Cold Air Intakes,Westin,MobileApp,Performance,4915101.03,25942,3173.170993,"Better Price Found "
2022-12-16,Running Boards,Westin,MobileApp,Exterior,10942076.18,12971,7064.171571,"Not as Described "
2020-11-19,Running Boards,K&N,InStore,Exterior,8143478.78,25964,5127.326507,"Changed Mind "
2024-12-29,Trailer Hitches,Rough Country,InStore,Towing,9331721.24,12982,5875.473003,"Defective "
2019-07-13,Tonneau Covers,Westin,Marketplace,Exterior,1593350.54,6662,2033.021446,"Damaged "
2019-06-11,Floor Mats,BAK,MobileApp,Interior,6119458.38,25942,3950.701167,"Missing Parts "
2021-06-18,Floor Mats,Husky Liners,MobileApp,Interior,7524606.81,12971,4857.861679,"Wrong Item "
2023-02-04,NULL,BAK,MobileApp,Performance,9797644.85,25942,6325.329437,"Better Price Found "
2020-12-26,Floor Mats,TruXedo,Web,Interior,814554.99,25822,522.964989,"Changed Mind "
2019-04-09,Trailer Hitches,Westin,InStore,Towing,5131135.50,12982,3230.681621,"Defective "
